,date,ninsee,no2,o3,pm10
163408,05/05/2017,94037,24,41,58
163584,05/05/2017,95527,20,41,55
163636,06/05/2017,75103,29,29,42
163638,06/05/2017,75105,29,29,42
163643,06/05/2017,75110,31,28,42
163647,06/05/2017,75114,30,30,40
164393,06/05/2017,78575,21,35,29
164467,06/05/2017,91122,22,35,29
164509,06/05/2017,91272,22,35,29
164535,06/05/2017,91377,27,35,30
164559,06/05/2017,91471,23,35,29
164561,06/05/2017,91477,25,34,30
164626,06/05/2017,92002,28,34,32
164631,06/05/2017,92014,28,34,32
164663,06/05/2017,93005,21,28,37
164665,06/05/2017,93007,21,28,35
164668,06/05/2017,93013,21,27,35
164671,06/05/2017,93027,23,27,37
164672,06/05/2017,93029,22,28,35
164693,06/05/2017,93066,28,25,40
164700,06/05/2017,93078,20,26,39
164704,06/05/2017,94003,30,31,35
164717,06/05/2017,94037,31,30,37
164893,06/05/2017,95527,19,24,37
164945,07/05/2017,75103,14,31,39
164947,07/05/2017,75105,15,32,39
164952,07/05/2017,75110,18,31,39
164956,07/05/2017,75114,18,32,39
165702,07/05/2017,78575,12,38,35
165776,07/05/2017,91122,11,37,35
165818,07/05/2017,91272,12,38,35
165844,07/05/2017,91377,12,35,34
165868,07/05/2017,91471,12,36,35
165870,07/05/2017,91477,12,36,35
165935,07/05/2017,92002,13,35,34
165940,07/05/2017,92014,13,34,35
165972,07/05/2017,93005,12,34,32
165974,07/05/2017,93007,12,34,32
165977,07/05/2017,93013,11,34,30
165980,07/05/2017,93027,13,34,32
165981,07/05/2017,93029,12,33,32
166002,07/05/2017,93066,17,34,37
166009,07/05/2017,93078,13,33,34
166013,07/05/2017,94003,15,33,37
166026,07/05/2017,94037,15,32,37
166202,07/05/2017,95527,13,35,34
166254,08/05/2017,75103,15,32,32
166256,08/05/2017,75105,15,32,32
166261,08/05/2017,75110,19,31,32
166265,08/05/2017,75114,17,32,32
167011,08/05/2017,78575,8,35,24
167085,08/05/2017,91122,9,35,25
167127,08/05/2017,91272,8,35,25
167153,08/05/2017,91377,11,35,29
167177,08/05/2017,91471,9,35,25
167179,08/05/2017,91477,10,35,27
167244,08/05/2017,92002,12,35,29
167249,08/05/2017,92014,13,34,30
167281,08/05/2017,93005,13,35,25
167283,08/05/2017,93007,11,34,25
167286,08/05/2017,93013,10,34,25
167289,08/05/2017,93027,11,34,27
167290,08/05/2017,93029,11,34,25
167311,08/05/2017,93066,17,34,29
167318,08/05/2017,93078,15,34,25
167322,08/05/2017,94003,15,32,32
167335,08/05/2017,94037,16,32,32
167511,08/05/2017,95527,13,34,25
167563,09/05/2017,75103,25,40,44
167565,09/05/2017,75105,24,40,44
167570,09/05/2017,75110,30,40,44
167574,09/05/2017,75114,26,40,44
168320,09/05/2017,78575,18,40,35
168394,09/05/2017,91122,19,42,37
168436,09/05/2017,91272,19,41,37
168462,09/05/2017,91377,22,40,40
168486,09/05/2017,91471,20,41,37
168488,09/05/2017,91477,21,40,39
168553,09/05/2017,92002,23,40,40
168558,09/05/2017,92014,23,41,42
168590,09/05/2017,93005,24,43,35
168592,09/05/2017,93007,25,42,34
168595,09/05/2017,93013,25,42,34
168598,09/05/2017,93027,27,42,35
168599,09/05/2017,93029,27,42,34
168620,09/05/2017,93066,31,42,39
168627,09/05/2017,93078,22,44,37
168631,09/05/2017,94003,24,41,44
168644,09/05/2017,94037,24,41,44
168820,09/05/2017,95527,21,44,35
168872,10/05/2017,75103,42,44,37
168874,10/05/2017,75105,40,45,37
168879,10/05/2017,75110,51,44,40
168883,10/05/2017,75114,41,45,39
169629,10/05/2017,78575,25,48,27
169703,10/05/2017,91122,24,48,29
169745,10/05/2017,91272,26,49,29
169771,10/05/2017,91377,29,47,32
169795,10/05/2017,91471,27,48,29
169797,10/05/2017,91477,28,48,30
169862,10/05/2017,92002,33,47,34
169867,10/05/2017,92014,34,47,34
169899,10/05/2017,93005,48,49,32
169901,10/05/2017,93007,51,48,32
169904,10/05/2017,93013,52,47,34
169907,10/05/2017,93027,52,47,35
169908,10/05/2017,93029,53,47,34
169929,10/05/2017,93066,54,47,39
169936,10/05/2017,93078,41,50,32
169940,10/05/2017,94003,40,46,35
169953,10/05/2017,94037,43,45,35
170129,10/05/2017,95527,42,49,32
170181,11/05/2017,75103,40,33,25
170183,11/05/2017,75105,37,34,25
170188,11/05/2017,75110,40,35,25
170192,11/05/2017,75114,30,36,24
170938,11/05/2017,78575,22,40,15
171012,11/05/2017,91122,22,40,17
171054,11/05/2017,91272,23,40,17
171080,11/05/2017,91377,25,40,20
171104,11/05/2017,91471,23,40,19
171106,11/05/2017,91477,24,40,19
171171,11/05/2017,92002,26,40,22
171176,11/05/2017,92014,26,39,22
171208,11/05/2017,93005,35,41,20
171210,11/05/2017,93007,37,40,22
171213,11/05/2017,93013,40,39,22
171216,11/05/2017,93027,44,39,22
171217,11/05/2017,93029,41,39,22
171238,11/05/2017,93066,43,39,24
171245,11/05/2017,93078,28,41,20
171249,11/05/2017,94003,27,37,24
171262,11/05/2017,94037,28,37,24
171438,11/05/2017,95527,30,41,20
171490,12/05/2017,75103,38,31,22
171492,12/05/2017,75105,36,31,20
171497,12/05/2017,75110,39,33,20
171501,12/05/2017,75114,31,33,20
172247,12/05/2017,78575,11,36,12
172321,12/05/2017,91122,14,36,14
172363,12/05/2017,91272,14,36,14
172389,12/05/2017,91377,21,36,17
172413,12/05/2017,91471,15,36,14
172415,12/05/2017,91477,18,36,15
172480,12/05/2017,92002,24,36,17
172485,12/05/2017,92014,25,35,19
172517,12/05/2017,93005,27,36,17
172519,12/05/2017,93007,29,35,17
172522,12/05/2017,93013,31,35,17
172525,12/05/2017,93027,34,36,17
172526,12/05/2017,93029,31,35,17
172547,12/05/2017,93066,38,37,19
172554,12/05/2017,93078,25,37,15
172558,12/05/2017,94003,28,34,19
172571,12/05/2017,94037,30,33,20
172747,12/05/2017,95527,28,35,15
172799,13/05/2017,75103,27,36,25
172801,13/05/2017,75105,27,36,25
172806,13/05/2017,75110,27,38,24
172810,13/05/2017,75114,22,38,24
173556,13/05/2017,78575,7,40,17
173630,13/05/2017,91122,8,40,17
173672,13/05/2017,91272,7,40,17
173698,13/05/2017,91377,12,40,19
173722,13/05/2017,91471,9,40,17
173724,13/05/2017,91477,10,40,19
173789,13/05/2017,92002,13,40,20
173794,13/05/2017,92014,15,39,20
173826,13/05/2017,93005,22,41,19
173828,13/05/2017,93007,21,41,17
173831,13/05/2017,93013,20,41,17
173834,13/05/2017,93027,19,41,17
173835,13/05/2017,93029,20,41,17
173856,13/05/2017,93066,20,41,19
173863,13/05/2017,93078,22,42,19
173867,13/05/2017,94003,17,38,22
173880,13/05/2017,94037,20,38,22
174056,13/05/2017,95527,22,41,19
174108,14/05/2017,75103,14,35,19
174110,14/05/2017,75105,14,35,19
174115,14/05/2017,75110,17,36,19
174119,14/05/2017,75114,17,35,19
174865,14/05/2017,78575,10,38,15
174939,14/05/2017,91122,11,38,15
174981,14/05/2017,91272,11,39,15
175007,14/05/2017,91377,17,37,17
175031,14/05/2017,91471,11,38,15
175033,14/05/2017,91477,13,38,17
175098,14/05/2017,92002,18,37,19
175103,14/05/2017,92014,17,37,19
175135,14/05/2017,93005,21,39,15
175137,14/05/2017,93007,21,39,15
175140,14/05/2017,93013,20,39,14
175143,14/05/2017,93027,20,39,15
175144,14/05/2017,93029,19,39,14
175165,14/05/2017,93066,20,39,17
175172,14/05/2017,93078,21,38,17
175176,14/05/2017,94003,16,36,19
175189,14/05/2017,94037,16,35,20
175365,14/05/2017,95527,22,38,17
175417,15/05/2017,75103,51,34,30
175419,15/05/2017,75105,51,35,30
175424,15/05/2017,75110,51,36,29
175428,15/05/2017,75114,47,36,27
176174,15/05/2017,78575,24,39,14
176248,15/05/2017,91122,28,39,15
176290,15/05/2017,91272,28,39,14
176316,15/05/2017,91377,41,39,20
176340,15/05/2017,91471,30,39,15
176342,15/05/2017,91477,36,38,17
176407,15/05/2017,92002,41,38,22
176412,15/05/2017,92014,41,38,22
176444,15/05/2017,93005,39,40,22
176446,15/05/2017,93007,41,39,22
176449,15/05/2017,93013,44,39,22
176452,15/05/2017,93027,47,39,24
176453,15/05/2017,93029,44,39,22
176474,15/05/2017,93066,49,38,25
176481,15/05/2017,93078,33,41,20
176485,15/05/2017,94003,44,38,25
176498,15/05/2017,94037,45,37,27
176674,15/05/2017,95527,34,39,20
176726,16/05/2017,75103,42,37,27
176728,16/05/2017,75105,43,38,27
176733,16/05/2017,75110,42,40,27
176737,16/05/2017,75114,41,39,25
177483,16/05/2017,78575,27,39,15
177557,16/05/2017,91122,29,40,17
177599,16/05/2017,91272,30,40,17
177625,16/05/2017,91377,33,41,22
177649,16/05/2017,91471,32,40,19
177651,16/05/2017,91477,32,40,20
177716,16/05/2017,92002,36,41,24
177721,16/05/2017,92014,36,41,25
177753,16/05/2017,93005,34,48,25
177755,16/05/2017,93007,34,46,27
177758,16/05/2017,93013,36,45,27
177761,16/05/2017,93027,39,45,29
177762,16/05/2017,93029,36,45,27
177783,16/05/2017,93066,44,44,29
177790,16/05/2017,93078,32,49,22
177794,16/05/2017,94003,38,40,25
177807,16/05/2017,94037,38,40,27
177983,16/05/2017,95527,32,48,24
178035,17/05/2017,75103,40,46,34
178037,17/05/2017,75105,40,46,34
178042,17/05/2017,75110,41,48,35
178046,17/05/2017,75114,38,48,32
178792,17/05/2017,78575,23,50,20
178866,17/05/2017,91122,24,50,22
178908,17/05/2017,91272,25,50,22
178934,17/05/2017,91377,30,51,27
178958,17/05/2017,91471,26,50,24
178960,17/05/2017,91477,28,50,25
179025,17/05/2017,92002,33,51,29
179030,17/05/2017,92014,34,51,29
179062,17/05/2017,93005,33,55,39
179064,17/05/2017,93007,34,53,42
179067,17/05/2017,93013,37,52,42
179070,17/05/2017,93027,41,52,42
179071,17/05/2017,93029,38,53,42
179092,17/05/2017,93066,43,51,44
179099,17/05/2017,93078,30,56,34
179103,17/05/2017,94003,36,49,30
179116,17/05/2017,94037,38,49,30
179292,17/05/2017,95527,27,56,35
179344,18/05/2017,75103,20,25,14
179346,18/05/2017,75105,19,25,14
179351,18/05/2017,75110,21,25,15
179355,18/05/2017,75114,19,26,14
180101,18/05/2017,78575,9,28,9
180175,18/05/2017,91122,11,28,9
180217,18/05/2017,91272,10,28,9
180243,18/05/2017,91377,15,28,10
180267,18/05/2017,91471,12,28,9
180269,18/05/2017,91477,13,28,9
180334,18/05/2017,92002,16,28,10
180339,18/05/2017,92014,16,27,10
180371,18/05/2017,93005,19,29,14
180373,18/05/2017,93007,19,28,14
180376,18/05/2017,93013,17,27,12
180379,18/05/2017,93027,18,27,14
180380,18/05/2017,93029,19,27,14
180401,18/05/2017,93066,19,26,14
180408,18/05/2017,93078,19,29,12
180412,18/05/2017,94003,17,26,12
180425,18/05/2017,94037,18,25,12
180601,18/05/2017,95527,19,28,12
180653,19/05/2017,75103,21,29,19
180655,19/05/2017,75105,20,30,19
180660,19/05/2017,75110,22,30,17
180664,19/05/2017,75114,19,32,19
181410,19/05/2017,78575,11,34,15
181484,19/05/2017,91122,11,34,15
181526,19/05/2017,91272,11,34,15
181552,19/05/2017,91377,15,34,17
181576,19/05/2017,91471,12,34,15
181578,19/05/2017,91477,12,34,15
181643,19/05/2017,92002,15,34,17
181648,19/05/2017,92014,15,34,17
181680,19/05/2017,93005,19,33,15
181682,19/05/2017,93007,19,32,15
181685,19/05/2017,93013,18,32,14
181688,19/05/2017,93027,18,33,15
181689,19/05/2017,93029,18,32,15
181710,19/05/2017,93066,21,33,15
181717,19/05/2017,93078,18,33,15
181721,19/05/2017,94003,16,33,19
181734,19/05/2017,94037,18,33,19
181910,19/05/2017,95527,19,33,15
181962,20/05/2017,75103,31,30,17
181964,20/05/2017,75105,29,30,17
181969,20/05/2017,75110,30,31,17
181973,20/05/2017,75114,24,31,15
182719,20/05/2017,78575,9,33,10
182793,20/05/2017,91122,11,33,10
182835,20/05/2017,91272,11,33,10
182861,20/05/2017,91377,16,33,14
182885,20/05/2017,91471,12,33,12
182887,20/05/2017,91477,13,33,12
182952,20/05/2017,92002,17,33,14
182957,20/05/2017,92014,18,33,14
182989,20/05/2017,93005,31,34,14
182991,20/05/2017,93007,30,34,14
182994,20/05/2017,93013,28,34,12
182997,20/05/2017,93027,27,34,12
182998,20/05/2017,93029,29,34,14
183019,20/05/2017,93066,25,34,12
183026,20/05/2017,93078,28,35,15
183030,20/05/2017,94003,21,32,15
183043,20/05/2017,94037,23,31,15
183219,20/05/2017,95527,31,34,15
183271,21/05/2017,75103,30,36,19
183273,21/05/2017,75105,29,37,19
183278,21/05/2017,75110,31,36,20
183282,21/05/2017,75114,28,38,19
184028,21/05/2017,78575,11,39,10
184102,21/05/2017,91122,12,39,12
184144,21/05/2017,91272,12,39,12
184170,21/05/2017,91377,18,39,15
184194,21/05/2017,91471,13,39,12
184196,21/05/2017,91477,15,39,14
184261,21/05/2017,92002,20,39,15
184266,21/05/2017,92014,21,39,15
184298,21/05/2017,93005,32,38,17
184300,21/05/2017,93007,35,38,17
184303,21/05/2017,93013,37,38,17
184306,21/05/2017,93027,39,39,17
184307,21/05/2017,93029,37,38,17
184328,21/05/2017,93066,40,40,20
184335,21/05/2017,93078,29,38,17
184339,21/05/2017,94003,26,38,17
184352,21/05/2017,94037,28,38,17
184528,21/05/2017,95527,28,38,17
184580,22/05/2017,75103,49,45,29
184582,22/05/2017,75105,49,46,27
184587,22/05/2017,75110,49,47,29
184591,22/05/2017,75114,46,47,25
185337,22/05/2017,78575,20,47,15
185411,22/05/2017,91122,20,47,17
185453,22/05/2017,91272,21,48,17
185479,22/05/2017,91377,26,47,20
185503,22/05/2017,91471,22,47,17
185505,22/05/2017,91477,23,47,19
185570,22/05/2017,92002,28,48,20
185575,22/05/2017,92014,30,48,22
185607,22/05/2017,93005,43,51,25
185609,22/05/2017,93007,42,50,25
185612,22/05/2017,93013,44,50,27
185615,22/05/2017,93027,48,50,27
185616,22/05/2017,93029,45,50,27
185637,22/05/2017,93066,50,49,29
185644,22/05/2017,93078,49,51,22
185648,22/05/2017,94003,36,47,24
185661,22/05/2017,94037,39,47,25
185837,22/05/2017,95527,37,50,22
185889,23/05/2017,75103,26,33,29
185891,23/05/2017,75105,24,33,29
185896,23/05/2017,75110,26,33,29
185900,23/05/2017,75114,22,32,27
186646,23/05/2017,78575,11,38,22
186720,23/05/2017,91122,12,38,22
186762,23/05/2017,91272,12,38,22
186788,23/05/2017,91377,17,35,24
186812,23/05/2017,91471,13,38,22
186814,23/05/2017,91477,15,36,22
186879,23/05/2017,92002,18,35,24
186884,23/05/2017,92014,19,34,25
186916,23/05/2017,93005,37,37,29
186918,23/05/2017,93007,38,36,30
186921,23/05/2017,93013,38,35,29
186924,23/05/2017,93027,39,35,29
186925,23/05/2017,93029,39,35,32
186946,23/05/2017,93066,38,34,27
186953,23/05/2017,93078,37,37,25
186957,23/05/2017,94003,20,33,27
186970,23/05/2017,94037,20,32,27
187146,23/05/2017,95527,30,36,24
187198,24/05/2017,75103,28,40,30
187200,24/05/2017,75105,26,40,30
187205,24/05/2017,75110,30,39,30
187209,24/05/2017,75114,26,40,29
187955,24/05/2017,78575,17,40,20
188029,24/05/2017,91122,18,43,20
188071,24/05/2017,91272,18,42,20
188097,24/05/2017,91377,20,40,25
188121,24/05/2017,91471,18,42,20
188123,24/05/2017,91477,19,40,22
188188,24/05/2017,92002,20,40,25
188193,24/05/2017,92014,21,40,27
188225,24/05/2017,93005,35,43,25
188227,24/05/2017,93007,37,42,25
188230,24/05/2017,93013,32,42,24
188233,24/05/2017,93027,31,41,25
188234,24/05/2017,93029,40,42,25
188255,24/05/2017,93066,30,41,27
188262,24/05/2017,93078,30,43,24
188266,24/05/2017,94003,23,40,29
188279,24/05/2017,94037,24,40,30
188455,24/05/2017,95527,28,43,24
188507,25/05/2017,75103,17,38,24
188509,25/05/2017,75105,16,39,24
188514,25/05/2017,75110,23,38,27
188518,25/05/2017,75114,17,40,24
189264,25/05/2017,78575,12,45,19
189338,25/05/2017,91122,13,46,19
189380,25/05/2017,91272,13,46,19
189406,25/05/2017,91377,16,43,22
189430,25/05/2017,91471,14,45,19
189432,25/05/2017,91477,14,43,20
189497,25/05/2017,92002,16,42,22
189502,25/05/2017,92014,15,41,22
189534,25/05/2017,93005,19,40,19
189536,25/05/2017,93007,21,39,19
189539,25/05/2017,93013,22,38,20
189542,25/05/2017,93027,25,38,22
189543,25/05/2017,93029,22,39,20
189564,25/05/2017,93066,27,38,25
189571,25/05/2017,93078,17,39,19
189575,25/05/2017,94003,14,40,24
189588,25/05/2017,94037,14,40,24
189764,25/05/2017,95527,16,38,19
189816,26/05/2017,75103,21,43,25
189818,26/05/2017,75105,20,43,27
189823,26/05/2017,75110,23,42,27
189827,26/05/2017,75114,20,43,29
190573,26/05/2017,78575,10,48,24
190647,26/05/2017,91122,10,48,25
190689,26/05/2017,91272,10,48,25
190715,26/05/2017,91377,12,46,27
190739,26/05/2017,91471,11,47,25
190741,26/05/2017,91477,11,46,27
190806,26/05/2017,92002,13,45,29
190811,26/05/2017,92014,14,45,29
190843,26/05/2017,93005,19,45,25
190845,26/05/2017,93007,22,45,27
190848,26/05/2017,93013,23,44,27
190851,26/05/2017,93027,23,44,27
190852,26/05/2017,93029,24,44,25
190873,26/05/2017,93066,27,44,27
190880,26/05/2017,93078,16,46,25
190884,26/05/2017,94003,18,44,29
190897,26/05/2017,94037,20,43,29
191073,26/05/2017,95527,18,45,25
191125,27/05/2017,75103,21,53,32
191127,27/05/2017,75105,22,52,32
191132,27/05/2017,75110,22,55,30
191136,27/05/2017,75114,25,52,30
191882,27/05/2017,78575,12,51,22
191956,27/05/2017,91122,14,52,24
191998,27/05/2017,91272,13,52,24
192024,27/05/2017,91377,18,52,25
192048,27/05/2017,91471,15,52,24
192050,27/05/2017,91477,16,52,24
192115,27/05/2017,92002,18,52,25
192120,27/05/2017,92014,17,52,25
192152,27/05/2017,93005,16,68,27
192154,27/05/2017,93007,17,64,25
192157,27/05/2017,93013,19,62,24
192160,27/05/2017,93027,22,61,25
192161,27/05/2017,93029,19,63,24
192182,27/05/2017,93066,27,60,27
192189,27/05/2017,93078,16,70,27
192193,27/05/2017,94003,18,51,29
192206,27/05/2017,94037,19,51,29
192382,27/05/2017,95527,17,69,27
192434,28/05/2017,75103,26,58,30
192436,28/05/2017,75105,25,59,30
192441,28/05/2017,75110,27,59,30
192445,28/05/2017,75114,25,59,30
193191,28/05/2017,78575,15,61,22
193265,28/05/2017,91122,17,60,22
193307,28/05/2017,91272,17,60,22
193333,28/05/2017,91377,23,58,25
193357,28/05/2017,91471,18,58,24
193359,28/05/2017,91477,21,58,24
193424,28/05/2017,92002,24,57,27
193429,28/05/2017,92014,25,57,27
193461,28/05/2017,93005,24,57,25
193463,28/05/2017,93007,27,59,25
193466,28/05/2017,93013,29,60,25
193469,28/05/2017,93027,33,61,27
193470,28/05/2017,93029,29,60,25
193491,28/05/2017,93066,39,60,30
193498,28/05/2017,93078,19,53,25
193502,28/05/2017,94003,24,56,29
193515,28/05/2017,94037,23,56,29
193691,28/05/2017,95527,23,52,25
193743,29/05/2017,75103,47,43,39
193745,29/05/2017,75105,45,43,39
193750,29/05/2017,75110,47,44,39
193754,29/05/2017,75114,39,42,35
194500,29/05/2017,78575,20,45,25
194574,29/05/2017,91122,22,45,27
194616,29/05/2017,91272,22,45,27
194642,29/05/2017,91377,28,45,29
194666,29/05/2017,91471,23,45,27
194668,29/05/2017,91477,25,45,29
194733,29/05/2017,92002,29,45,30
194738,29/05/2017,92014,30,45,32
194770,29/05/2017,93005,32,50,32
194772,29/05/2017,93007,34,50,34
194775,29/05/2017,93013,38,49,32
194778,29/05/2017,93027,43,49,34
194779,29/05/2017,93029,39,49,34
194800,29/05/2017,93066,47,49,35
194807,29/05/2017,93078,27,50,32
194811,29/05/2017,94003,35,43,34
194824,29/05/2017,94037,38,43,35
195000,29/05/2017,95527,28,47,30
195052,30/05/2017,75103,20,31,24
195054,30/05/2017,75105,19,30,24
195059,30/05/2017,75110,20,33,24
195063,30/05/2017,75114,19,30,24
195809,30/05/2017,78575,11,32,15
195883,30/05/2017,91122,11,32,15
195925,30/05/2017,91272,11,32,17
195951,30/05/2017,91377,14,32,19
195975,30/05/2017,91471,11,32,17
195977,30/05/2017,91477,12,32,17
196042,30/05/2017,92002,15,32,20
196047,30/05/2017,92014,15,32,20
196079,30/05/2017,93005,16,36,20
196081,30/05/2017,93007,16,36,20
196084,30/05/2017,93013,15,36,19
196087,30/05/2017,93027,16,36,19
196088,30/05/2017,93029,17,36,20
196109,30/05/2017,93066,17,36,20
196116,30/05/2017,93078,17,37,20
196120,30/05/2017,94003,16,30,22
196133,30/05/2017,94037,17,30,22
196309,30/05/2017,95527,15,35,20
196361,31/05/2017,75103,19,35,24
196363,31/05/2017,75105,18,35,24
196368,31/05/2017,75110,21,35,24
196372,31/05/2017,75114,20,34,22
197118,31/05/2017,78575,18,40,17
197192,31/05/2017,91122,17,39,15
197234,31/05/2017,91272,18,40,15
197260,31/05/2017,91377,20,35,19
197284,31/05/2017,91471,18,37,15
197286,31/05/2017,91477,18,36,17
197351,31/05/2017,92002,21,35,20
197356,31/05/2017,92014,21,35,20
197388,31/05/2017,93005,26,36,20
197390,31/05/2017,93007,27,35,20
197393,31/05/2017,93013,23,36,19
197396,31/05/2017,93027,22,36,19
197397,31/05/2017,93029,28,35,20
197418,31/05/2017,93066,24,37,22
197425,31/05/2017,93078,23,37,20
197429,31/05/2017,94003,21,34,22
197442,31/05/2017,94037,21,34,24
197618,31/05/2017,95527,20,36,19
197670,01/06/2017,75103,31,56,39
197672,01/06/2017,75105,32,56,39
197677,01/06/2017,75110,31,55,40
197681,01/06/2017,75114,33,56,39
198427,01/06/2017,78575,19,62,25
198501,01/06/2017,91122,21,63,27
198543,01/06/2017,91272,21,63,27
198569,01/06/2017,91377,30,58,34
198593,01/06/2017,91471,22,62,27
198595,01/06/2017,91477,25,60,30
198660,01/06/2017,92002,31,56,34
198665,01/06/2017,92014,29,57,35
198697,01/06/2017,93005,25,56,32
198699,01/06/2017,93007,27,56,32
198702,01/06/2017,93013,24,56,34
198705,01/06/2017,93027,25,56,35
198706,01/06/2017,93029,29,56,34
198727,01/06/2017,93066,26,57,39
198734,01/06/2017,93078,21,56,30
198738,01/06/2017,94003,31,56,37
198751,01/06/2017,94037,32,56,39
198927,01/06/2017,95527,19,53,32
198979,02/06/2017,75103,42,41,39
198981,02/06/2017,75105,42,41,37
198986,02/06/2017,75110,45,43,40
198990,02/06/2017,75114,43,43,39
199736,02/06/2017,78575,28,47,29
199810,02/06/2017,91122,30,48,30
199852,02/06/2017,91272,30,48,29
199878,02/06/2017,91377,38,48,35
199902,02/06/2017,91471,32,48,30
199904,02/06/2017,91477,36,49,32
199969,02/06/2017,92002,39,48,35
199974,02/06/2017,92014,38,46,37
200006,02/06/2017,93005,39,50,35
200008,02/06/2017,93007,39,49,35
200011,02/06/2017,93013,40,49,37
200014,02/06/2017,93027,42,49,39
200015,02/06/2017,93029,41,49,37
200036,02/06/2017,93066,45,48,45
200043,02/06/2017,93078,37,51,34
200047,02/06/2017,94003,40,44,37
200060,02/06/2017,94037,41,43,37
200236,02/06/2017,95527,33,49,34
200288,03/06/2017,75103,15,23,25
200290,03/06/2017,75105,15,23,24
200295,03/06/2017,75110,17,22,25
200299,03/06/2017,75114,16,23,24
201045,03/06/2017,78575,9,23,24
201119,03/06/2017,91122,9,25,22
201161,03/06/2017,91272,9,24,24
201187,03/06/2017,91377,11,25,22
201211,03/06/2017,91471,9,25,22
201213,03/06/2017,91477,10,25,22
201278,03/06/2017,92002,12,25,22
201283,03/06/2017,92014,13,24,22
